date,state,district_or_nearest_town,latitude,longitude,coordinate_quality,description,source_citation,is_landslide,parsed_date,elevation,slope,aspect,ndvi,rainfall_24h,rainfall_72h,soil_moisture,lithology_class
,,,22.496001449220575,90.14204170932096,generated,,,0,2022-04-04,7.0,2.7314364910125732,312.7350158691406,0.7882127165794373,0.0,0.03400000184774399,0.65,2
,,,25.397901494053436,92.8531053825528,generated,,,0,2019-07-01,684.0,8.209348678588867,263.5575256347656,-0.08737059682607651,14.96000000834465,48.36999933421612,0.65,2
,,,28.548599684064698,93.13938783992756,generated,,,0,2018-06-15,3857.0,38.5898323059082,255.91119384765625,0.5,5.1499998569488525,21.839999571442604,0.65,2
,,,23.70098069677007,92.25675648650135,generated,,,0,2018-06-15,393.0,24.600345611572266,242.6363983154297,0.7696052193641663,50.889998987317085,247.80999332666397,0.65,2
,,,23.332869400533145,88.87237732805941,generated,,,0,2018-06-15,6.0,4.4369707107543945,294.66033935546875,0.8309859037399292,1.0299999993294477,52.35999910347164,0.65,2
,,,24.480082966126876,91.69992048444765,generated,,,0,2018-06-01,15.0,1.018994688987732,90.0,0.5,44.41999909281731,68.42999830655754,0.65,2
,,,27.103530946218953,94.06028092563972,generated,,,0,2022-04-04,85.0,0.0,0.0,-0.15267175436019897,20.4499993622303,32.30499893426895,0.65,2
,,,22.688925098063713,91.62359153892042,generated,,,0,2011-09-18,14.0,1.8543341159820557,180.0,0.5,65.17999861203134,277.28999360091984,0.65,2
,,,27.60414757603189,88.98342129020324,generated,,,0,2011-09-18,4619.0,26.04397964477539,158.04965209960938,0.5,35.539998918771744,43.699998676776886,0.65,2
,,,23.33146235908568,92.03752193049819,generated,,,0,2018-06-15,56.0,2.957510471343994,19.951780319213867,0.48840615153312683,9.299999713897705,291.8699939697981,0.65,2
,,,23.28441625051063,92.16365261560871,generated,,,0,2018-06-01,47.0,5.119468688964844,100.40977478027344,0.5,21.739999502897263,35.789998918771744,0.65,2
,,,28.46285919493209,91.98817670548111,generated,,,0,2018-06-01,5032.0,7.3788604736328125,0.0,0.5,0.0,1.030000001192093,0.65,2
,,,27.99176824727861,88.88117855381441,generated,,,0,2022-04-04,5699.0,8.54142951965332,77.5514144897461,0.055700935423374176,6.549999829381704,12.115999829024076,0.65,2
,,,28.99497727888909,95.52424826571956,generated,,,0,2011-09-18,3383.0,23.097320556640625,220.6122283935547,0.5,0.0,3.5699999034404755,0.65,2
,,,28.484568881056894,95.63826160972874,generated,,,0,2011-09-18,2195.0,37.35258865356445,204.2181396484375,0.5,6.539999887347221,13.889999687671661,0.65,2
,,,24.844898405667305,92.33222576173935,generated,,,0,2018-06-01,18.0,2.11696457862854,208.85458374023438,0.5,6.889999747276306,21.499999579042196,0.65,2
,,,24.80728204784617,88.5277185997496,generated,,,0,2011-09-18,29.0,4.132671356201172,312.2308044433594,0.5,15.0,43.63,0.35,2
,,,22.015087648459986,91.51379581829032,generated,,,0,2018-05-18,0.0,0.0,0.0,0.5,53.179998494684696,56.6699983663857,0.65,2
,,,27.488494213639985,92.0950753060523,generated,,,0,2018-06-15,3382.0,32.53229904174805,236.06039428710938,0.5,1.1599999740719795,72.5299984253943,0.65,2
,,,26.876140525201137,94.5745478567392,generated,,,0,2020-07-10,95.0,1.8543341159820557,180.0,-0.10030394792556763,48.509998828172684,183.8799955379218,0.65,2
,,,25.890378263839327,94.46567447766694,generated,,,0,2011-09-18,1935.0,11.591079711914062,322.1136474609375,0.5,6.9999998062849045,35.97999883070588,0.65,2
,,,23.32928507087346,89.95930808572757,generated,,,0,2011-09-18,9.0,3.165754795074463,287.0183410644531,0.5,29.009999660775065,151.4099966492504,0.65,2
,,,26.054262035713794,92.87975681236847,generated,,,0,2019-07-01,66.0,5.9145612716674805,20.356796264648438,0.3889234662055969,1.9599999971687794,49.949998158961535,0.65,2
,,,24.195233668388106,88.45128103537559,generated,,,0,2018-06-15,19.0,0.0,0.0,0.16641679406166077,4.1599999368190765,20.789999783039093,0.65,2
,,,25.519952680436596,95.67447902843458,generated,,,0,2011-09-18,225.0,0.0,0.0,0.5,12.78999961912632,90.31999751366675,0.65,2
,,,22.398157058100793,92.57045647294076,generated,,,0,2018-06-01,147.0,30.913433074951172,83.7922592163086,0.7377742528915405,20.62,39.4,0.35,2
,,,23.30077472686506,93.35531595805026,generated,,,0,2022-04-04,908.0,18.694955825805664,98.25133514404297,0.4357682764530182,0.0,0.05300000309944153,0.65,2
